graphID,label,weight,GapW-M,averageDegree,avergaeTrianglesRate,ratioOfNodesInTriangles,GCC,ACC,density
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.014775375,0.043966055,39.768,36.16733333,1,0.577195608,0.578957644,0.026529686
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.131490241,0.389264344,38.13333333,31.87733333,1,0.549348202,0.564676725,0.025439182
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.01214792,0.036235575,39.99466667,32.51933333,1,0.51359471,0.513656616,0.026680898
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.122369009,0.360060673,38.968,31.24,1,0.517125316,0.52687656,0.025995997
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.004526855,0.013341874,39.94133333,34.72066667,1,0.549741038,0.55025258,0.026645319
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.132811204,0.390807034,38.33333333,31.49266667,1,0.536873927,0.550661873,0.025572604
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t13.t21.om2.i1,1,0.01491206,0.044136916,39.92533333,33.55466667,1,0.531647976,0.532349551,0.026634645
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.124851643,0.366261694,38.696,31.03333333,1,0.519995532,0.531728837,0.025814543
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.01994278,0.059047117,39.728,34.998,1,0.559689399,0.562161526,0.026503002
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.132948146,0.392167381,38.21333333,30.71533333,1,0.5261497,0.541059101,0.025492551
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t11.t21.om2.i1,1,0.0090249,0.026532284,39.99466667,23.178,1,0.36605833,0.366103509,0.026680898
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t11.t21.om4.i1,1,0.004450064,0.012980762,39.688,24.234,1,0.388111067,0.390034449,0.026476318
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.006593811,0.019406135,39.97866667,25.61466667,1,0.40484553,0.404991618,0.026670225
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.007794218,0.022948022,39.26933333,24.40133333,1,0.398484535,0.402755858,0.02619702
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t12.t21.om2.i1,1,0.022221962,0.06598405,39.94933333,23.84266667,1,0.377362207,0.377794055,0.026650656
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t12.t21.om4.i1,0,0.007169133,-0.020957733,39.408,24.09666667,1,0.391016025,0.394786629,0.026289526
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.021068069,0.062589331,39.992,24.856,1,0.392610559,0.392652001,0.026679119
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.009442629,0.027402045,39.552,23.96066667,1,0.386101174,0.388842687,0.02638559
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t13.t21.om2.i1,1,0.015823172,0.046602322,39.99466667,24.11133333,1,0.380804139,0.380849513,0.026680898
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t13.t21.om4.i1,1,0.014966027,0.043545172,39.56266667,24.41533333,1,0.39328823,0.395919839,0.026392706
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.005776977,0.016962149,40,24.07533333,1,0.380136842,0.380136842,0.026684456
N1500.K20.onp10.xc15.nc5.maxK20.mu0.2.t13.t23.om4.i1,1,0.00826467,0.024136639,39.512,24.842,1,0.401174934,0.404121121,0.026358906
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t11.t21.om2.i1,1,0.128139816,0.331318382,34.848,40.19266667,0.976,0.411765108,0.689756027,0.023247498
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t11.t21.om4.i1,1,0.091134545,0.230972688,39.48266667,39.72333333,0.972,0.299901853,0.611799056,0.026339337
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t11.t23.om2.i1,1,0.085908962,0.212438363,34.248,38.37266667,0.975333333,0.400529317,0.696373885,0.022847231
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t11.t23.om4.i1,1,0.058510221,0.136983221,37.408,33.19133333,0.969333333,0.273872457,0.599681597,0.024955304
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t12.t21.om2.i1,1,0.116540471,0.34076589,38.59733333,39.582,1,0.435408289,0.630741723,0.025748721
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t12.t21.om4.i1,1,0.116862043,0.334775891,40.01866667,31.62333333,1,0.312712194,0.515379222,0.026696909
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.104766509,0.309267779,39.65066667,41.87866667,1,0.433962829,0.626343791,0.026451412
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t12.t23.om4.i1,1,0.15945005,0.46346261,39.512,31.31533333,1,0.313650993,0.528489637,0.026358906
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t13.t21.om2.i1,1,0.099300108,0.297728044,40.43733333,37.29333333,1,0.438385221,0.563805672,0.026976206
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.180774943,0.54158209,40.03733333,31.012,1,0.378513114,0.542523154,0.026709362
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t13.t23.om2.i1,1,0.102007137,0.305148312,40.912,40.882,1,0.48418756,0.597504965,0.027292862
N1500.K20.onp10.xc15.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.200762592,0.602287775,39.52266667,30.60866667,1,0.377824653,0.545622466,0.026366022
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t11.t21.om2.i1,1,0.087923579,0.21514077,33.62933333,28.82666667,0.94,0.308859349,0.528208609,0.022434512
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t11.t21.om4.i1,1,0.049207008,0.108617894,39.25866667,32.60066667,0.942666667,0.251992538,0.474801914,0.026189904
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t11.t23.om2.i1,1,0.106378887,0.267510417,35.41866667,32.074,0.952,0.313931181,0.533943129,0.023628197
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t11.t23.om4.i1,1,0.100397729,0.235629687,39.648,32.162,0.940666667,0.248901065,0.467920283,0.026449633
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t12.t21.om2.i1,1,0.077915098,0.227828073,38.48,29.97666667,1,0.329557975,0.481738635,0.025670447
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t12.t21.om4.i1,1,0.119752524,0.342184432,39.12266667,23.18466667,1,0.240271106,0.412484404,0.026099177
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t12.t23.om2.i1,1,0.118440297,0.349247855,38.14666667,29.982,1,0.331120448,0.480313349,0.025448076
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t12.t23.om4.i1,1,0.102813539,0.295111253,40.73866667,25.86666667,1,0.24890995,0.399500108,0.027177229
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t13.t21.om2.i1,1,0.085528534,0.25449847,40.70133333,29.176,1,0.338790961,0.445391516,0.027152324
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t13.t21.om4.i1,1,0.208099842,0.620720706,39.288,23.98866667,1,0.304063703,0.43400272,0.026209473
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t13.t23.om2.i1,1,0.102858972,0.307521664,40.768,31.17466667,1,0.364208941,0.466994446,0.027196798
N1500.K20.onp10.xc15.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.177465483,0.531397008,40.64533333,25.17266667,1,0.287847717,0.421222974,0.027114966
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.014258569,0.042140945,39.89333333,33.372,1,0.529576054,0.530742777,0.026613298
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.095130891,0.27414602,39.04266667,31.00866667,1,0.511547852,0.52081527,0.026045808
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.019770313,0.058217521,39.96,33.016,1,0.522289366,0.52264541,0.026657772
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.138220871,0.412818587,37.58666667,31.01,1,0.548394449,0.567523508,0.025074494
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.015654564,0.046398308,39.69066667,33.66933333,1,0.539315284,0.542378375,0.026478097
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.119531731,0.350660336,38.93066667,31.83533333,1,0.527999735,0.537753065,0.025971092
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.019583358,0.05864464,39.75733333,35.91,1,0.573520017,0.575645219,0.026522571
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.140980537,0.422091344,37.664,31.54466667,1,0.556264842,0.574663284,0.025126084
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t13.t21.om2.i1,1,0.013129813,0.03882804,39.84533333,33.286,1,0.529381828,0.531013295,0.026581276
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.125471399,0.369560622,39.10666667,31.94533333,1,0.52576064,0.53452272,0.026088503
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.008070904,0.023837371,39.74666667,34.96933333,1,0.558714717,0.561002906,0.026515455
N1500.K20.onp10.xc30.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.133545005,0.395726267,37.54133333,30.77733333,1,0.544945898,0.563932549,0.025044252
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t11.t21.om2.i1,1,0.013834507,0.040509175,39.99733333,23.68333333,1,0.373995922,0.374019493,0.026682677
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t11.t21.om4.i1,1,0.008925006,0.026450009,38.70133333,24.37866667,1,0.408731711,0.415264234,0.025818101
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.013311078,0.039008433,39.99466667,23.97333333,1,0.37861931,0.378653216,0.026680898
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.006758998,0.01986516,39.216,24.75733333,1,0.405279164,0.409661201,0.026161441
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t12.t21.om2.i1,1,0.023357104,0.069528815,39.864,25.72533333,1,0.408785621,0.40973713,0.026593729
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t12.t21.om4.i1,1,0.026438289,0.078222006,39.064,25.38866667,1,0.418486841,0.422996424,0.02606004
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.005635265,0.016546684,39.99733333,24.014,1,0.379217653,0.379240546,0.026682677
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.000183456,0.000540956,39.064,24.81333333,1,0.408841761,0.41318519,0.02606004
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t13.t21.om2.i1,1,0.018807667,0.055729768,39.968,24.398,1,0.385806905,0.386045603,0.026663109
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t13.t21.om4.i1,1,0.012837774,0.038174161,38.79733333,24.64066667,1,0.411227604,0.417094726,0.025882144
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.008612832,0.025414035,39.91466667,24.91133333,1,0.394910943,0.395568331,0.026627529
N1500.K20.onp10.xc30.nc5.maxK20.mu0.2.t13.t23.om4.i1,0,0.006891822,-0.020035926,39.26666667,24.00333333,1,0.391976485,0.396337083,0.026195241
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t11.t21.om2.i1,1,0.105826272,0.273461974,35.344,42.78666667,0.978,0.420958274,0.696468883,0.023578386
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t11.t21.om4.i1,1,0.111782375,0.274555196,39.176,37.47133333,0.974,0.291171656,0.601327677,0.026134757
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t11.t23.om2.i1,1,0.103817762,0.283376406,36.54933333,43.814,0.975333333,0.409565949,0.692806903,0.024382477
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t11.t23.om4.i1,1,0.077106704,0.177691639,38.512,36.518,0.975333333,0.293367014,0.609102581,0.025691795
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t12.t21.om2.i1,1,0.119519144,0.355121123,38.43733333,37.88,1,0.416435599,0.629890864,0.025641984
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t12.t21.om4.i1,1,0.112125916,0.324802017,38.53333333,28.23466667,1,0.30459642,0.506168989,0.025706026
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.122093074,0.357036818,37.95466667,38.094,1,0.43969159,0.624653891,0.025319991
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t12.t23.om4.i1,1,0.122238518,0.351011918,39.04266667,28.714,1,0.292032518,0.51787334,0.026045808
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t13.t21.om2.i1,1,0.085692659,0.256366149,40.25066667,37.71333333,1,0.450893498,0.573256086,0.026851679
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.19619352,0.58746104,39.05066667,29.994,1,0.382694767,0.557239722,0.026051145
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t13.t23.om2.i1,1,0.102167321,0.306146215,40.55466667,39.362,1,0.4580113,0.59235768,0.027054481
N1500.K20.onp10.xc30.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.18910996,0.56732988,39.84533333,31.832,1,0.395903984,0.561748207,0.026581276
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t11.t21.om2.i1,1,0.091159065,0.228271245,34.75733333,31.32,0.958,0.334486736,0.532498188,0.023187014
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t11.t21.om4.i1,1,0.090888012,0.207119553,39.23733333,33.87066667,0.945333333,0.262021661,0.485822958,0.026175673
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t11.t23.om2.i1,1,0.096985517,0.2424257,34.68266667,29.59133333,0.947333333,0.299314881,0.524870533,0.023137203
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t11.t23.om4.i1,1,0.088266002,0.210216075,40.024,31.916,0.942,0.242340284,0.466361803,0.026700467
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t12.t21.om2.i1,1,0.082208808,0.244285962,38.712,30.11333333,1,0.332296058,0.482124373,0.025825217
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t12.t21.om4.i1,1,0.101687603,0.285193667,38.41066667,21.10933333,1,0.2322134,0.387500625,0.025624194
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t12.t23.om2.i1,1,0.110651654,0.329128943,37.28533333,27.92133333,1,0.328998911,0.468956605,0.024873471
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t12.t23.om4.i1,1,0.116605721,0.33563484,38.31733333,21.54933333,1,0.235142921,0.397890809,0.02556193
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t13.t21.om2.i1,1,0.107715275,0.320430651,39.56266667,28.08266667,1,0.348690328,0.4437958,0.026392706
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t13.t21.om4.i1,1,0.214970128,0.644300866,40.42933333,26.57466667,1,0.31486489,0.458849055,0.026970869
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t13.t23.om2.i1,1,0.115348101,0.344601192,40.60533333,30.18,1,0.350598659,0.459096706,0.027088281
N1500.K20.onp10.xc30.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.290762616,0.872287849,39.51733333,28.134,1,0.35077565,0.499147937,0.026362464
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.100362662,0.299242589,39.85333333,26.20133333,1,0.416317105,0.418078135,0.026586613
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.146934588,0.434251758,38.01066667,16.30533333,1,0.279538103,0.304681642,0.025357349
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.117078871,0.350401472,39.872,27.08466667,1,0.429985112,0.43138437,0.026599066
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.140511603,0.414300912,38.01866667,16.312,1,0.279417139,0.303937444,0.025362686
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.100903431,0.301992098,39.85333333,25.928,1,0.412001709,0.41381638,0.026586613
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.159184433,0.470710746,37.90133333,16.37733333,1,0.281916318,0.307732569,0.025284412
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.086808442,0.257465012,39.96533333,25.25733333,1,0.399446122,0.39990102,0.02666133
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.135974955,0.39936586,38.06133333,16.49666667,1,0.282040371,0.305389883,0.02539115
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t13.t21.om2.i1,1,0.089927445,0.269519536,39.97333333,25.54866667,1,0.403880405,0.404242526,0.026666667
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.157220374,0.465130928,38.32533333,16.94933333,1,0.286590315,0.306120021,0.025567267
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.10650484,0.317037418,39.92266667,26.88733333,1,0.42603469,0.426934843,0.026632866
N1500.K20.onp3.xc15.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.154981599,0.458581603,37.91733333,16.52133333,1,0.284169005,0.308210583,0.025295086
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t11.t21.om2.i1,1,0.054212389,0.1588548,39.99733333,18.02133333,1,0.284584314,0.284609311,0.026682677
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t11.t21.om4.i1,1,0.150855682,0.444088034,38.888,13.28333333,1,0.219913028,0.228157559,0.025942628
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.053396799,0.153410716,40,18.47533333,1,0.291715789,0.291715789,0.026684456
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.085495871,0.246443019,38.584,13.20733333,1,0.221395657,0.230671033,0.025739827
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t12.t21.om2.i1,1,0.057597662,0.17095552,40,18.10266667,1,0.285831579,0.285831579,0.026684456
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t12.t21.om4.i1,1,0.135876717,0.396119182,39.04533333,13.448,1,0.221158344,0.228370657,0.026047587
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.06793794,0.200512759,40,19.46666667,1,0.307368421,0.307368421,0.026684456
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.143297603,0.423897831,38.71733333,13.082,1,0.218173934,0.227303008,0.025828775
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t13.t21.om2.i1,1,0.05093247,0.150381786,39.98133333,18.57533333,1,0.293545023,0.293717851,0.026672004
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t13.t21.om4.i1,1,0.125964493,0.367692979,39.16,13.53533333,1,0.221509826,0.228165747,0.026124083
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.038409983,0.112004592,39.98666667,19.216,1,0.303599077,0.303734457,0.026675561
N1500.K20.onp3.xc15.nc5.maxK20.mu0.2.t13.t23.om4.i1,1,0.139178804,0.407458937,39.02666667,13.24666667,1,0.217988334,0.225168549,0.026035135
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t11.t21.om2.i1,1,0.137294905,0.337351076,34.304,31.136,0.964,0.326391413,0.600277814,0.02288459
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t11.t21.om4.i1,1,0.444425508,0.760906502,36.02933333,20.8,0.966666667,0.193729859,0.538131263,0.024035579
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t11.t23.om2.i1,1,0.240526233,0.567957791,34.78133333,32.62533333,0.956,0.336739398,0.595416111,0.023203024
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t11.t23.om4.i1,1,0.416933721,0.764631861,38.088,22.774,0.965333333,0.200562843,0.52536619,0.025408939
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t12.t21.om2.i1,1,0.204616983,0.590100148,38.86666667,30.488,1,0.326421653,0.52309522,0.025928397
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t12.t21.om4.i1,1,0.473575987,1.160100521,38.096,20.37,1,0.228106368,0.456630663,0.025414276
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.198269355,0.569781478,39.208,32.45733333,1,0.340109537,0.534211517,0.026156104
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t12.t23.om4.i1,1,0.444409176,1.095227748,37.44266667,19.544,1,0.230258094,0.459079102,0.02497843
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t13.t21.om2.i1,1,0.188214009,0.559782516,40.57333333,30.52,1,0.355582942,0.475639175,0.027066934
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.388344651,1.098055751,39.66133333,20.42933333,1,0.249874291,0.391547466,0.026458528
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t13.t23.om2.i1,1,0.214882124,0.642244293,40.80266667,31.40133333,1,0.366490734,0.482092246,0.027219924
N1500.K20.onp3.xc15.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.384411275,1.098439735,40.352,20.67666667,1,0.243468773,0.386280475,0.02691928
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t11.t21.om2.i1,1,0.080540034,0.175957926,34.76266667,23.936,0.928666667,0.244380665,0.458121436,0.023190571
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t11.t21.om4.i1,1,0.428298334,0.662475614,38.91733333,19.98266667,0.936666667,0.163251449,0.415020178,0.025962197
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t11.t23.om2.i1,1,0.142456894,0.338952727,34.43733333,24.64,0.936,0.257286656,0.467938014,0.022973538
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t11.t23.om4.i1,1,0.34186809,0.501067497,38.16266667,19.02,0.950666667,0.163740609,0.424924284,0.02545875
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t12.t21.om2.i1,1,0.208977362,0.612426735,38.056,23.30066667,1,0.264148614,0.414820778,0.025387592
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t12.t21.om4.i1,1,0.434282796,1.024842554,37.424,15.462,1,0.176689725,0.354222859,0.024965977
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t12.t23.om2.i1,1,0.212949428,0.606903851,37.74666667,22.794,1,0.259497161,0.416784755,0.025181232
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t12.t23.om4.i1,1,0.438752826,1.029972323,39.512,17.66933333,1,0.183250441,0.365061081,0.026358906
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t13.t21.om2.i1,1,0.158710162,0.471733679,38.86133333,21.46866667,1,0.282398232,0.362133398,0.025924839
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t13.t21.om4.i1,1,0.40840345,1.030114162,39.49066667,16.112,1,0.200649237,0.313413629,0.026344674
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t13.t23.om2.i1,1,0.182783416,0.544049088,39.832,22.216,1,0.276962203,0.360123342,0.026572382
N1500.K20.onp3.xc15.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.372059123,0.95234204,39.232,15.99333333,1,0.19936509,0.312415965,0.026172115
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.077759319,0.230395423,39.87466667,25.556,1,0.405693724,0.407263747,0.026600845
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.155477528,0.459910019,38.30666667,16.96266667,1,0.287244251,0.307352618,0.025554814
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.1071992,0.32113525,39.81333333,26.60733333,1,0.423587723,0.425908881,0.026559929
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.169000252,0.498511547,37.79733333,16.38133333,1,0.283517625,0.311301339,0.025215032
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.084892832,0.25334099,39.94666667,25.73666667,1,0.407323129,0.407996299,0.026648877
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.140294549,0.41589251,38.16,16.72266667,1,0.284655132,0.305213226,0.025456971
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.086378539,0.254883327,39.86933333,26.13266667,1,0.414954992,0.416536404,0.026597287
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.163102634,0.485273521,37.71733333,16.29866667,1,0.282474735,0.308392404,0.025161663
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t13.t21.om2.i1,1,0.099298555,0.295057652,39.85866667,25.92333333,1,0.411834482,0.413614787,0.026590171
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.153358823,0.45633966,37.77066667,16.26866667,1,0.281362055,0.307449641,0.025197243
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.123113558,0.364934267,39.91466667,27.25266667,1,0.43194666,0.432919031,0.026627529
N1500.K20.onp3.xc30.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.164997969,0.491445981,37.45066667,15.952,1,0.279315175,0.30829321,0.024983767
N1500.K20.onp3.xc30.nc5.maxK20.mu0.2.t11.t21.om2.i1,1,0.080951476,0.241748183,39.90666667,20.19666667,1,0.320204768,0.320922568,0.026622193
N1500.K20.onp3.xc30.nc5.maxK20.mu0.2.t11.t21.om4.i1,1,0.115403271,0.33726094,38.496,12.90866667,1,0.217135659,0.227153569,0.025681121
N1500.K20.onp3.xc30.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.070977578,0.211014128,39.928,19.732,1,0.312539378,0.313119872,0.026636424
N1500.K20.onp3.xc30.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.085189874,0.237878702,38.72266667,13.06866667,1,0.217974188,0.227605414,0.025832333
N1500.K20.onp3.xc30.nc5.maxK20.mu0.2.t12.t21.om2.i1,1,0.069930339,0.207663821,39.89333333,19.80666667,1,0.314208662,0.315075546,0.026613298
N1500.K20.onp3.xc30.nc5.maxK20.mu0.2.t12.t21.om4.i1,1,0.149579918,0.444031763,39.01866667,13.742,1,0.226203279,0.232682532,0.026029798
